,text,label
97,	Health care is the greatest contribution to spending increases in the state budget.,1
98,"	Legally, it doesnt make any difference which state district you live in when running for Congress.",1
99,"	A family of four can make up to $88,000 a year and still get a subsidy for health insurance under the new federal health care law.",1
0,	[Federal] law says that you cant give in-state tuition to an illegal alien  unless you first offer it to any other student regardless of their state of residence.,0
1,"	In the past six years alone, changes to the pension formula  have saved over half a billion dollars.",0
2,"	In 1976, the first year that Pell Grants were fully funded, a full Pell Grant paid 72 percent of the cost of attendance at a typical four-year public college. Today, a full Pell Grant covers just 34 percent of those costs.",1
3,	Says an amendment specifying when military members may use deadly force does nothing to change existing rules of engagement for American service members.,1
4,"	Mike Trainor...still owes $250,000 to the state.",1
5,"	This year, the Blackstone Valley Mayoral Academy became the first public school in Rhode Island history to have 100 percent of its elementary-age students proficient in reading on state assessments.",1
6,	Mayor Fung wants to punish our childrens education by removing 12 million dollars from current funding to pay for his private charter school. Your taxes would increase by between 6 and 8 percent per year.,0
7,"	A national study of 2,500 charter schools shows that maybe 20 percent do better than the community public schools, 40 percent or so do worse and the rest are not having any significant difference.",1
8,"	The Central Falls fire department is one of the lowest, if not the lowest, paid fire departments in the state and entire region.",1
9,The studies have shown us that [drug testing for welfare recipients] will be saving us money,0
10,Providences port is 200 miles closer to Europe than any other Eastern port.,0
11,"	Thirty-seven percent of Central Falls retired police officers and firefighters are out on disability pensions in most municipalities, about 5 percent of retirees collect disability pensions.",0
12,"Statistically, law-enforcement officers die 10 years earlier than the general population.",0
14,	Theres no money in Social Security.,0
15,	The RI Board of Elections has heard official testimony from Providence residents who claim to have witnessed known illegal aliens voting in local elections.,0
16,"	The average 401(k) in America of a person whos 60 years old is under $100,000.",1
17,Dubious taxpayer-funded stimulus spending -- Part II.,0
18,"	Some criminals have learned how to spy on Americans, hacking into our home computers and looking out through the video camera attached to the screen.",1
19,"There are 30,000 people that have been killed with seat belts.",0
20,"	Dubious taxpayer-funded stimulus projects in Rhode Island include  $250,000 to provide digital television to the states inmate population.",0
21,	Rhode Island spends 52 percent more per capita on human service programs than the national average.,1
22,	Voted the best specialty plate in America,0
23,	We are one of the most expensive [bus] rides in New England.,1
24,"	The WIC program is an incredibly cost effective program, serving nearly 10 million Americans each year and costing less than $100 per person. In my district, more than 18 percent of residents suffer from food insecurity and depend on WIC to make ends meet.",0
25,	Providence is one of the busiest fire departments for its relative size in the country.,1
26,	A couple of hundred American cities are infested by members of the Mexican cartels.,1
27,	Its just crazy that the government will ... make it illegal to use the old [incandescent] bulbs.,0
28,	Ten percent of violent deaths in the U.S. each year are due to strangulation.,0
29,Rhode Island continues to have the highest rates of substance abuse in the country.,1
30,"	The Central Falls School system spent $100,000 on a time clock.",0
31,"	Most of your serial killers, most of your people who commit domestic violence, they start off by abusing animals.",0
32,Members of Congress receive full pay retirement after serving one term.,0
33,The Providence teacher contract is one of the longest in the country.,0
34,	No other Northeastern state has passed a photo ID law,1
36,	Most military experts say there is anywhere between 25 and 30 members of al Qaeda in Afghanistan.,0
37,	The people of Rhode Island dont want same-sex marriage.,0
38,"Im well aware that medical marijuana is a recognized, medical, viable treatment for this sort of [pancreas] pain condition.",0
39,	A [bank] surveillance camera capturing a criminals face and other identifiable traits would certainly discourage robbery attempts and serve as a deterrent to robbers.,0
40,	The federal government borrows $4 billion every day.,1
41,	We just fought a Republican budget that ends Medicare as we know it.,0
43,"	Full marriage equality [would provide same-sex couples] with about 1,700 rights.",0
44,"	For every [coyote] they kill, the population will replace and usually multiply.",1
45,	Proposed fees for Rhode Island beaches will still be less than some of the town beaches. ,1
46,"	Were paying out-of-state residential facilities hundreds of thousands of dollars, if not more, to house children in state custody",1
47,	Three courts have found the new health care law constitutional and two have found it unconstitutional.,1
49,"	Public sentiment in favor of collective bargaining and in favor of the unions has actually gone up as these governors, I think, have overreached and gone too far and tried to destroy the labor movement.",0
50,"	Woonsocket needs a garbage-burning power plant because residents are paying through the nose for electricity thats fueled by foreign oil, at prices that are skyrocketing.",0
52,"	What we have now is the most generous, in my opinion, good time bill in the entire United States.",0
53,"When I took office in 2003, we had very little reserves.",0
54,"	At Twin River, were more than competitive with nearby casinos in slot machine payouts.",1
55,	Roughly 25% of RI has a criminal record,0
57,"	Says Sheldon Whitehouse said on Senate floor: Everybody in Rhode Island who disagrees with me about Obamacare is an Aryan, is a white supremacist.",0
58,"	There are nearly 500,000 registered sex offenders across the country and at any one time about 100,000 are unaccounted for.",0
59,	The law has not established whether Rhode Island public employees have property rights to their pensions.,1
60,"	The richest 400 taxpayers are taxed at a lower rate than a $29,000-a-year worker",1
62,	Welfare programs caused more long-term damage to Detroit than the atomic bomb caused to Hiroshima,0
63,	The most significant driver of out-migration [from Rhode Island] is the estate tax.,0
64,	Massachusetts public schools teach kids as young as kindergartners about gay marriage.,0
65,	Illegal aliens cost the state of Rhode Island $400 million a year.,0
67,	New England already has access to ample supplies of natural gas.,1
68,"	If the Stamp Farm wind turbine is built, the health risk of flicker impact created by shadows of blades of turbines poses real and significant health risks, particularly seizures.",0
70,	Rhode Island has the highest percentage of uninsured adults of any state in New England.,1
71,"	Over 80 percent of the people want the shot to vote on whether to approve same-sex marriage, according to polls.",1
72,	Unemployment and the housing and auto industry crises can be fixed by giving a million dollars to every worker over age 50 to retire.,0
73,	Rhode Island spends less than 10 percent of what the average state spends promoting tourism.,1
74,	Sheldon Whitehouse and 18 other senators voted to censor the internet.,0
75,	Measures taken by my administration have saved taxpayers $1 billion.,1
76,Providence teachers can go five or six years without an evaluation.,1
78,"	We were one of the first states in the U.S. to build sewers, to bring the treatment plant on line.",1
79,"	The law, right now, permits companies that close down American factories and offices and move those jobs overseas to take a tax deduction for the costs associated with moving the jobs to China or India or wherever.",1
80,	Rhode Island is one of only six states to use E-Verify. ,0
81,The cap-and-trade bill before Congress prevents you from selling your home without the permission of the EPA administrator.,0
82,	Experts say the property tax is the most harmful to economic growth and . . . the sales tax is least harmful.,0
83,	Pres. Obamas finance team is recommending a . . . 1% tax on all transactions at any financial institution.,0
84,"	Of the states that have a lieutenant governor, many are currently discussing the need for such an obsolete office.",0
86,	Says Peter Kilmartin has only three years experience in his own law practice.,0
87,"Tells David Cicilline, 94 percent of the carbon emissions which you so want to get rid of are caused by nature.",0
88,"	As a state representative, David Cicilline argued against Megans Law and voted against mandatory registration of sex offenders.",0
89,	Says John Loughlin voted to let people accused of domestic violence keep their guns. ,1
90,"	In Rhode Island, there were thousands of jobs that were created by the federal stimulus program",0
91,	Says Christopher Little has a history of working against environmental protection by defending the worst types of corporate polluters,0
92,	His biography says he was the top ROTC officer in the nation.,1
94,	Says James Langevin voted to spend $3 billion for a jet engine no one wants.,0
95,	SaysPeter Kilmartin voted in favor of expanding the good behavior statute to sex offenders. ,0
96,	Rhode Island has a very generous unemployment compensation rate compared to most other states.,1
97,	Social Security is a Ponzi scheme.,0
99,	Kilmartin has helped pass laws to create a witness protection program.,1
0,"	Rhode Island gives undocumented pregnant women health insurance, plus a cash card with $400 a month on it and $250 a month or $275 a month to spend on food.",0
2,Hes the only candidate whos balanced budgets and brought jobs to Providence.,1
3,"When the mayor of Providences brother wrote over 100 grand in bad checks to the city, Joe Fernandez didnt have the guts to prosecute him. He let him off the hook.",0
4,	I kicked crooked cops and government officials off the public pension rolls.,0
5,"	It costs us, logistically, three times more to fight in Afghanistan than it does in any other place.",0
6,	After Ronald Reagan cut taxes in 1981 the U.S. enjoyed exponential growth.,0
7,	80 to 85 percent of my campaign funds go to donations to various organizations throughout the City of Providence.,0
9,	In Rhode Island there are 150 different pension plans for public workers.,1
10,	(I) helped to invent a system that saved over a billion dollars on welfare.,1
11,	Bill Lynch told three lies in ten seconds,1
12,	One of the things we found very clearly and consistently is that [video gaming] is a growth industry.,0
13,	Mr. Caprio is a career politician who has never worked in the private sector.,0
14,	Rhode Island is at the top of the country for alcohol-related fatalities.,1
15,	Lincoln Chafee voted with President George W. Bush and the conservative leadership 76% of the time.,0
16,	We are amassing most of our military strength in a country where fewer than 100 members of al Qaeda remain.,1
18,Obama admits he is not a citizen.,0
20,	Theres nothing in the voting instructions that weve been getting in the last several elections that lets you know about the limitations of the master lever.	,0
21,"	Cicilline continues to accept hundreds of thousands of dollars in lobbyist, corporate PAC and insider money to fund his campaign.",0
23,"	I remember one of [Curt Schillings] teammates said he painted his sock, the bloody sock.",0
26,Transporting drugs is the price of admission for people crossing the border illegally.,0
27,Providence has the lowest crime rate in three decades.,1
28,	He has ushered in $3 billion in new investment. ,0
29,	Phoenix is the kidnapping capital of the Western Hemisphere.,0
31,Rhode Island voters are moving away from the Democratic party to  non-affiliation,0
32,"Blue Cross headquarters has ""a $30,000 granite table.""",0
33,"The company I created, Point Judith Capital, ""is the only  venture capital firm in Rhode Island.""",1
34,"As Washington debates cracking down on the big Wall Street banks, Ive passed legislation that does so.",0
35,	Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,1
36,"The U.S. deficit  ""increases at $3 million per second.""",0
37,"If Rhode Island applied a  1-percent sales tax on all items exempt from sales tax, ''the state  would receive an additional $89,376,857.''",1
38,"Blue Cross new  $90-million Providence headquarters ""was outfitted with $25 million in  decor.""",0
39,"Langevin votes the party  line about 98 percent of the time.""",1
40,"""Langevin has been the  most reliable vote for Speaker Pelosi.""",0
41,"""When George Bush took office, President Clinton, a Democrat, and the Democratic Congress at the time had left an annual budget that was in surplus.""",0
42,"""Fifty-three percent of teens  in Central Falls are getting pregnant.""",0
44,"U.S. Rep. Jim Langevin  didn't want a border fence to block illegal immigration ""because he is  afraid that someone will get hurt trying to go around the fence.""",0
0,Several elected state officials have opened their homes to children in need of loving families.,1
1,"Says Austin Mayor Steve Adlers transportation plans linked to Proposition 1 on the ballot remove 27+ miles of traffic lanes around the city, replacing them with lanes dedicated to usage by bicycles and buses.",0
3,Says Gerald Daugherty advocated lowering the penalty for crimes like strangulation in domestic violence cases because they just throw more people into the jail system.,0
4,Were already bombing seven countries.,1
5,"Donald Trumps education plan to dramatically slash funding for public education would fire 49,000 Texas teachers.",0
6,"Says that compared to direct sales by manufacturers, consumers save avg of $500 per car sold through franchised dealer model.",0
7,Says over 90 percent of Travis Countys eligible residents have registered to vote.,1
8,Says Pete Gallego went and lobbied after you fired him from Congress.,0
9,"Hillary Clinton supports unlimited abortion on demand up until the moment of birth, including partial-birth abortion, with taxpayer funding.",0
10,Says Will Hurd said a border-long U.S.-Mexico wall absolutely makes sense.,0
12,Not one illness has been reported from raw milk in Texas in more than four years. A total of six illnesses have occurred in the last 20 years.,0
14,Says a change in law he carried stopped a $100 million tax increase in the Dallas school district.,1
15,"Welcome to #Houston, the most #diverse city in #America.",1
16,Texas has lost the most law enforcement officers in the line of duty of any state in America.,1
17,If Texas were a country our economy would rank # 10...in the WORLD.,1
18,"If Congress fails to act, the Obama administration intends to give away control of the internet to an international body akin to the United Nations.",0
19,Child care costs in some states now exceed the average price tag for college tuition.,1
20,"Says that in 2015, illegal immigrants accounted for 75 percent of federal drug possession convictions and 5 percent to 30 percent of convictions for murder and kidnapping plus two other crimes.",1
21,The Dallas Cowboys cant put a sticker on their helmets for the 5 police officers who were killed.,1
22,Says Alex Jones said that the victims of the Sandy Hook massacre were child actors and no one was actually killed there.,1
23,"All of Texas is conservative, except a little bit of Austin.",0
24,Says there are concrete examples of University of Texas job applicants or prospective applicants and students as well as invited speakers changing their minds because of handguns being allowed in campus buildings and classrooms.,1
25,One third of all federal prisoners today are illegal immigrants.,0
26,Says Donald Trumps Make America Great Again caps are made in China.,0
27,Says the director of an anti-abortion group receiving a Texas grant to provide womens health services believes HIV can be spread through the sewer system.,1
28,"Today California is kicking our butt, creating more jobs and more economic growth than Texas.",1
29,Seventy percent of all Texans are overweight or obese.,1
30,50% of Hispanic students count on Pell Grants to pay for college.,1
31,"Says that since lawmakers acted, we have 130 new businesses across Texas doing helicopter hog hunts.",0
32,Bike lanes and sidewalks have been proven to reduce crashes by up to 38 percent on Austins streets.,0
34,Only five Texas counties account for almost 90 percent of the (states) cattle industry.,0
35,"In 2009, his first year as mayor, Julin Castro received a seven-figure referral fee that smells like a dirty financial gift from notorious personal injury lawyer Mikal Watts, a major Obama donor.",0
36,The U.S. has to go to plane graveyards and museums to get parts for its 20-year-old jet fighters while it sells new jets to other countries.,1
37,Says Ted Cruz never denied his father was photographedwith Lee Harvey Oswald.,0
39,"Harris County, Texas has some of the highest jailing and incarceration rates in the U.S. and the world.",1
40,The United States is the only major country that taxes its own exports.,0
41,Barack Obama issued a decree demanding that every public school now allow grown men and boys into the little girls bathroom.,0
42,The National Park Service has an annual budget that is less than the city of Austin.,1
43,Austin was the site of the first mass shooting in the country.,0
45,"@realDonaldTrump is coming to San Antonio, which is 60% Mexican-AMERICAN.",1
46,ISIS is running through a border made porous by Barack Obamas policies.,0
48,Austin ISD has the highest graduation rate of every major city in Texas.,0
49,The 2015 Legislature passed the fewest laws in 20 years.,1
50,Texas is one of only a handful of states that does not have an equal pay law.,0
51,Says Donald Trump has the second-highest disapproval ratings of anyone running for president.,0
52,Vietnamese is the third most commonly spoken language in Texas.,1
55,The first tweet was sent from Austin.,0
56,"Before 2005, the percentage of Texas high school students meeting the college readiness standards of the Texas Higher Education Coordinating Board stood at 28% in English and 42% in math. Those figures stood at 65% and 66% in 2013.",1
57,"Austin is number one in Texas in startups, venture capital and patents.",1
58,"University of Texas undergraduate student debt is less than $21,000 probably one of the lowest debts across the nation.",1
59,The Obama administration has even joined Islamist governments in sponsoring a U.N. resolution that would shred our First Amendment by threatening to make discussion of radical Islamism potentially illegal.,0
60,"We have been focusing so much, especially the Texas Department of Transportation, on that 97 percent of people in single-occupancy vehicles.",0
61,This is not a joke: the president wants to house illegal aliens on our nations military installations.,1
63,"If Austin voters reject Proposition 1, a completely new City-run criminal background check process will cost millions in processing fees, additional staff, and bureaucracy with taxpayers getting the bill.",0
64,"Texas has 600,000 registered voters who dont have the kind of photo ID needed to vote.",1
65,Says its absurd to say theres enough data to establish a link between playing football and Chronic Traumatic Encephalopathy.,0
67,Statistics show you are about nine times more likely to be assaulted by a taxi driver in Austin than a driver for a ride-hailing service.,0
68,"The Katy Freeway, or Interstate 10 west of Houston, is the widest freeway in the world, with up to 26 lanes, including frontage road lanes.",0
69,"Right now, here in Texas, wind power is already cheaper than dirty fossil fuels.",1
71,Says there were over 600 reports of Texas votes for Donald Trump in the states 2016 Republican primary virtually all getting tallied for Marco Rubio.,0
74,Austins the fastest-growing city in the country the last five years.,1
75,"During three and a half years of campaigning, Lamar Smith has never once appeared at a moderated debate to defend his positions on the issues.",1
76,Says Barack Obama was happily photographed holding a T-shirt with revolutionary Ernesto Che Guevaras face on it.,0
78,Texas has a higher incarceration rate than Russia or Iran.,1
79,Ted Cruz is in negotiations to be Donald Trumps running mate.,0
80,Illegal immigration is lower than its been in 40 years.,1
81,The fact is voter fraud is rampant.,0
82,Says Donald Trump and Marco Rubio opposed Cruzs efforts to defund Planned Parenthood.,0
83,Donald Trump has described Hillary Clinton as one of the best secretaries of state in history.,0
84,Statistics show 2 to 3 Texas women per week have major complications and 10 women per week seek help at an ER after an abortion.,0
85,"Texas is home to millions of Latinas, but the state has never elected a Latina to Congress.",1
86,Building a wall on the U.S.-Mexico border will take literally years.,1
87,"Says Travis County Commissioner Gerald Daugherty claims to have taken a pay cut, but for 2016, he voted to raise his salary by 19.6 percent.",0
88,When Republican extremists tried to take away abortion rights  Blake Rocap stopped them.,0
89,"There isnt a single (Texas) legislator under the age of 30, even though millennials make up 25 percent of the electorate in Texas.",1
90,"In 2005 and 2007,  Joe Straus received a 100 percent rating by NARAL (the National Abortion and Reproductive Rights Action League).",0
91,Travis County residents trusted me to take on Tom DeLay  and we won.,0
92,"Since January 2015, the majority of our Austin City Council meetings have extended past 10 p.m. and many of our meetings have gone past midnight.",0
93,Scott Fisher tried to expand Obamacare in Texas and even voted for an official resolution to force 1 million Texans into Obamacare.,0
94,"While states used to have regulatory power over fishing, federal law now regulates down to the tenth of the inch the minimum size of fish that anglers can keep.",0
95,Gene Green is the NRAs favorite Democrat in Congress. ... Its no wonder the congressman has a lifetime A rating from the NRA.,0
96,"Between 1990 and 2013, the maternal mortality rate for women in the U.S. has increased by 136%.",0
97,Texas is growing twice as fast as the rest of the country.,1
99,"Under Ted Cruzs tax plan, businesses will now have to pay 16 percent on the money they make. They will also have to pay 16 percent on the money they pay their employees.",1
1,"Already this calendar year, since January 1, we have had more than 20,000 people come across the border, apprehended, unauthorized.",1
2,More than 1 million Texans live without affordable health care because Rick Perry failed to partner with the Legislature to find a Texas solution to closing the coverage gap.,1
3,"Sheila Jackson Lee of Texas said: Hey, all you wrinkly, white-aged has-beens: Its time for you to die and let the next generation have your spot on the planet.",0
4,"22 times Barack Obama said he did not have the authority to implement this type of anti-deportation measure. And then the day after he signed this into law, he said, quote, I just changed the law.",1
6,The Department of Homeland Security is the only federal department not funded for this entire fiscal year by Congress.,1
7,Austin has more lobbyists working for it than any other municipality in Texas.,1
8,"When I came into office, our vaccination rate in Texas was 65 percent. When I left two weeks ago, it was 95 percent.",0
9,A Texas law says that you cant shoot bears out of the second floor of a window.,0
13,Today the top 1 percent earn a higher share of our national income than any year since 1928.,1
15,College tuition rates in Texas jumped by 55% since 2003.,1
16,"The U.S. unemployment rate has been massaged, its been doctored.",0
17,"The Texas leg of the Keystone pipeline has already created 4,800 jobs in just the year its been up and running.",0
19,"Starting in December 2007, 1.4 million jobs were created in Texas. In that same period, the rest of the country lost 400,000 jobs.",1
20,I belong to the AFL-CIO.,1
21,The average taxpayer will see the equivalent of a 2 percent pay raise as a result of low fuel prices.,1
22,The cheerleaders for the Dallas Cowboys have entertained more troops in the world than Bob Hope.,0
24,Texas families have kept more than $10 billion in their family budgets since we successfully fought to restore Texas sales tax deduction a decade ago.,1
25,My wife is going to be the first Hispanic first lady in the history of Texas.,1
26,"This Congress made history as the least productive, most unpopular Congress in the history of this proud nation.",1
27,"Texas House Speaker Joe Straus said, I do not care if Wallace Hall swings from a tree.",0
28,The city of San Antonio reuses almost 40 percent of its water. You know how much the city of Austin reuses? About 5 percent. And thats not right. We can do better.,0
29,Mike Martinez has voted to raise taxes and utility rates while ending free bus service for seniors.,1
31,"Mike Martinez cut a deal with prosecutors to avoid facing possible jail time and stuck us with his $24,657.50 legal bill.",1
32,President Barack Obama said over 20 times he did not have the legal authority to act as he did on immigration.,1
34,Austin is burdened by the fastest-growing tax increases of any major city in the nation.,0
35,Texas had the worst voter participation in the country in the November 2014 elections.,1
37,Austin mayoral candidate Steve Adler has never been active in anything that has to do with City Hall.,0
38,Austin mayoral candidate Steve Adler admitted his law firm worked with Koch Industries for nearly a decade.,1
39,110 people a day move to Austin.,0
40,"Families in Del Valle, who are City of Austin residents, have to drive to Bastrop to go to the closest grocery store.",0
41,Leticia Van de Putte voted to stop schools from removing teachers convicted of a felony.,0
43,"Greg Abbott has benefitted from payday lenders who have given him $300,000 and then received a ruling from him that they can operate in a loophole in the law that allows them to charge unlimited rates and fees.",1
44,"A lawyer demanded several Houston pastors hand over to the city government many of their private papers, including their sermons.",1
45,None of $400 million the City of Austin proposes to spend on road projects will be used to add new lanes to congested roadways.,0
46,"This year, the Austin City Council granted a small homestead property tax exemption of $5,000... applied equally to everyone. And we also granted an exemption for the elderly and the disabled members of the community.",0
47,Prayer rugs have recently been found on the Texas side of the border in the brush.,0
48,"In 2013, Dan Patrick voted against funding to test the backlog of rape kits, allowing rapists to walk free.",0
49,"Weeks after accepting a quarter-million-dollar campaign contribution from a hospital board chairman, Greg Abbott went to court against victims of a drug-taking neurosurgeon.",1
50,My office sends federal money back every year.,1
51,At least 10 ISIS fighters have been caught coming across the Mexican border in Texas and there are dozens more that did not get caught by the Border Patrol.,0
53,Ive been involved in prosecuting a terrorist member of ISIS.,0
55,Leticia Van de Putte voted to give illegal immigrants in this country free health care--not emergency health care but total free health care.,0
56,The state-hired company that evaluates state-mandated student exams goes on Craigslist to get examiners to read our students essays.,0
57,A 2011 measure passed into law with Wendy Davis support removes from the attorney general the ability to settle lawsuits just like the school funding case.,0
58,Greg Abbott and his surrogates have referred to women who have been the victims of rape or incest as though somehow what they are confronting is a minor issue.,0
60,"Austin has over 1,000 city employees that make six-figure salaries.",1
61,The FBI is involved in an investigation about people in the Rio Grande Valley who are using cocaine to buy votes.,1
62,Greg Abbott heads up a party whose platform calls for the repeal of the Voting Rights Act.,1
63,To deprive underprivileged children of a meat-based protein during school lunch is most likely depriving them of their only source of protein for the day.,0
64,Our men and women of the Guard have been forced to contact food banks to feed themselves.,0
65,57% of the jobs created in Austin from 2009 to 2013 do not pay families a living wage.,1
66,Greg Abbott did nothing to pursue reports of the sexual abuse of boys at a West Texas state-run school.,0
67,"As chair of the Senate Education Committee, I led the charge to restore most of the education cuts from last session.",0
68,More people are apprehended after illegally crossing the U.S.-Mexico border a week than are born in Texas each week.,1
69,"In Texas public schools, we spend an average of $12,000 per pupil per year.",0
70,"ISIS is right now crucifying Christians in Iraq, literally nailing Christians to trees.",0
71,Opponent Glenn Hegar expressed pride in legislated cuts to public school funding.,1
73,At least a quarter of those apprehended at the border have criminal records.,0
74,Russia has more diversity in its governmental representation than we do in Texas.,0
76,Says drug cartels are using social media to offer rebates so more children from Central America get smuggled to the United States.,0
77,The majority of Austinites rent the places they live.,1
78,"Under Rosemary Lehmberg, the Travis County D.A.s office convened the grand jury that indicted Rick Perry.",0
79,"Texas prosecutor Rosemary Lehmberg purchased 72 bottles of vodka in just one store alone, in just over a year.",1
80,"Says Ted Cruz was just bribed by the Kochs to introduce a bill that would give them and their allies Americas national forests, parks, and other public lands and open them for mining, drilling, fracking and logging.",0
81,Congress is on a five-week vacation.,0
82,"Says that, as a Supreme Court justice, Greg Abbott found that a company whose vacuum cleaners were sold door to door had no responsibility in the hiring of a salesman who raped a customer.",1
84,Austin mayoral candidate Mike Martinez takes corporate money.,0
85,San Antonio is now the largest city in the United States ever to have an African American woman mayor.,1
87,Says John Cornyn dodged the draft during the Vietnam War.,0
88,"Weve had about 3,000 murders in connection with lax border security.",0
89,We have a 40 to 50 percent dropout rate in our inner-city schools.,0
91,"More than 3,000 homicides were committed by illegal aliens over the past six years.",0
92,Says the Obama administration never responded to his 2012 letter flagging the uptick in unaccompanied children crossing the U.S.-Mexico border.,1
93,Latinos now make up the majority population in Texas.,0
94,Says children are coming into the U.S. in staggering numbers because President Barack Obama has been promising amnesty.,0
95,Says Greg Abbott has lost in court four times in just the past few days.,1
96,"Dan Patrick was the only state senator who voted against the Veteran Entrepreneurship Program, a program that assists veterans in successfully starting up their own businesses.",1
97,Says he lived in a colonia while working as a farm worker.,0
98,The platform of the Republican Party says deport everybody and to hell with it.,0
0,Wendy Davis legal work is currently under FBI investigation.,0
1,Says Central Texas river water sent to downstream rice farmers in 2011 equaled about three years worth of Austins water use.,1
2,Says of flood of non-Mexicans being apprehended at the border: These are people that are coming from states like Syria that have substantial connections back to terrorist regimes and terrorist operations.,0
4,Says Dan Patrick has called immigration into Texas an invasion and said immigrants coming into Texas bring third-world diseases.,1
5,A record number of immigrants not from Mexico are being apprehended at the border.,1
6,"At the beginning of World War II, we had a relatively small army, smaller than Portugals.",1
7,Our trade with Mexico is $720 million a day thats our No. 1 trading partner.,1
9,"The average student loan debt in Texas is over $22,000...the cost of an average size pickup truck. But unlike car owners, students are not allowed to refinance their loans at lower rates.",1
10,Four (maybe five) Latinos have served on the Austin City Council.,1
11,Public display of a long rifle is perfectly legal in Texas.,1
13,Rick Perry doesnt think there should be a federal minimum wage.,1
14,From the Do As I Say Not As I Do department: federal employees owe $3.3 billion in back taxes.,1
16,"The Obama administration spent $205,075 in stimulus funds to relocate a shrub that sells for $16.",0
17,"Under David Dewhursts leadership, the Texas Senate passed an expansion of in-state tuition and free health care to illegal immigrants.",0
18,Dan Branch once lobbied for the AFL-CIO.,0
19,Says Dan Patrick proposed Arizona-style show-me-your-papers legislation.,1
20,Wendy Davis was just doing a fund-raiser in Chicago with the international socialists organization.,0
21,Wendy Davis raised money for a U.S. House Democrat who is a member of a Democratic socialists group.,0
22,"With only 67 bills or so passed into law, 2013 was the least productive year in congressional history since weve been keeping record.",1
23,Wendy Davis has already taken more $ from teacher unions than the past 3 Democrat gubernatorial candidates combined.,0
25,"Under Greg Abbott, Texas four-year-olds would be forced to undergo standardized tests.",0
27,Up to 45 percent of illegal immigrants are not people that physically crossed the southern border or northern border. They are visa overstayers.,1
28,"Ryan Sittons company accepted over $650,000 in Obama stimulus dollars.",0
29,"In 2005, Dan Branch tried to expand third-trimester abortions in Texas.",0
31,David Dewhurst currently owes more than $1 million to vendors for services provided to his 2012 U.S. Senate campaign.,1
32,Dan Patrick changed his name from Danny Goeb to hide from his debts.,0
33,Every one of more than 30 federal judges who have considered the issue of gay and lesbian rights since last June ruled that marriage is a constitutional right and you cannot deprive individual citizens of that right based on their sexual orientation.,0
34,More 25- to 34-year-olds are moving to Austin than any other city in America.,0
35,"During Lyndon B. Johnsons first 20 years in Congress, he opposed every civil rights measure that came up for a vote.",1
36,Says he was the only statewide elected official to speak in favor of a federal guest worker plan at the 2012 Republican Party of Texas convention.,1
37,Greg Abbott said it would be a waste to expand pre-k to all Texas children.,0
38,Glenn Hegar promised to eliminate the property tax.,0
39,David Alameel is giving thousands of dollars to support the Republican Party candidates including John Cornyn and Greg Abbott.,0
40,"The National Science Foundation awarded $700,000 to fund a climate change musical.",1
41,Ralph Hall has never voted to raise the debt ceiling.,0
42,Kesha Rogers is not a Democrat.,0
43,"On HealthCare.Gov, Texan Mark Sullivan found a good health insurance plan that includes dental, for less than $80 a month.",0
44,Says Stefani Carter repeatedly used her campaign contributors donations to rent margarita machines for our state house office.,1
45,Ted Cruz has been to Iowa four times. Rio Grande Valley of Texas -- just once.,1
46,Women are still paid 82 cents for every dollar a man earns in Texas.,1
48,Dan Patrick called for increasing the gas tax and the state sales tax.,1
49,"Says Dan Patrick supported giving a $5,000 taxpayer-funded voucher to every family to buy a car.",1
50,"If you rent a U-Haul to move your company, it costs twice as much to go from San Francisco to Austin than the other way around, because you cant find enough trucks to flee the Golden State.",1
51,"As attorney general, I have prosecuted judges, district attorneys and other public officials across Texas who violated that (public) trust, who have been corrupted.",1
52,Austin is a city that has basically doubled in size every 25 years or so since it was founded.,1
54,We have more women living in poverty in this state than almost anywhere else.,1
55,Says Lamar Smith sponsored the bill that funded Obamacare.,0
56,Barry Smitherman doesnt have enough legal experience to apply for most of the jobs at the attorney generals office.,1
57,Travis County now has the highest urban county tax rate in Texas.,1
62,"Girl Scouts USAs curriculum promotes Margaret Sanger, founder of Planned Parenthood, Betty Friedan, founder of NARAL Prochoice, and other pro-abortion women as icons for our children to emulate.",0
63,Says Michele Bachmann said English was good enough for Jesus when he wrote the Bible.,0
64,Female buffalo lead the herd.,1
65,John Cornyn voted twice in 2013 to back Obamas amnesty plan.,0
66,The U.S. has the highest unintended pregnancy rate of any Western industrialized country.,1
68,Says 85 percent of IDEA charter-school students come from low-income families and about 99 percent of its graduates go to college.,1
69,David Dewhurst is the first lieutenant governor in history to have a personal security detail.,1
70,I never gave up custody of my children. I never lost custody of my children.,1
71,Nearly 90% of Travis County government races will be settled by the time of the Democratic primary.,1
72,25% of human trafficking victims are located in Texas.,0
74,John Cornyn backed his pal David Dewhurst for the U.S. Senate over Ted Cruz.,0
75,"For the past year, I was censored and muzzled.",0
76,Travis County is surrounded by red counties.,1
77,"San Antonio has seen 67% growth in water customers in the last 25 years, 0% more water used.",0
78,Obama unilaterally announced he was delaying employer mandate through a blog post by a mid-level bureaucrat at the Department of Treasury.,1
79,"Texas is experiencing the fastest population growth in the country, adding more than 1,000 people a day.",1
80,I started the whole year as a senior on the University of Illinois football team and led the team in interceptions and tackles from defensive back.,0
